tweet,userid
"Dalam sistem perekonomian Islam, kesehatan &amp; pendidikan adl tanggung jawab negara sepenuhnya. Sistem ini jelas menguntungkan bagi buruh sekaligus perusahaan. 
#PersatuanUmatIslam

https://t.co/vPCMj9dVJ7",1379981894482227207
@CNNIndonesia Coba kamu yg jadi buruh...!!!!😱,1374665500353908738
@Muslim_AntiPKI2 Lah kemaren  kemaren mahasiswa dan buruh boleh demo,810483598742601728
"@KompasTV Apa si produk kerjanya Fadel. Ngabisin uang negara saja. Tidak pantas teriak minta tambahan belanja, sementara buruh teriak perbaikjan UMR kau diam saja",1334746136213553152
"Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 

#Jokowi2Periode",1027144114624585729
"Mereka kerja korupsi dan bohong,,, buruh tetap kerja hidup buruhhhh merdeka 💪💪💪💪",1446726751669735426
Buruh tetap kerja hiduppppburuuuuuuh💪💪💪,1446726751669735426
"Heran deh. Karena pegawai kantoran jadi dia di dewa-dewakan. Diistimewakan
Jadi buruh kaya saya ini wajar wajar saja kerja 24 jam dirumah. Klo pegawai ya tidak bisa terlalu di forsir 😡",504127274
"@geloraco Kemarin ada demo buruh,,ada demo ormas pp ga di larang ,knp 212 di larang ,,?bilang sj islamophobia",1623010292
"@DimazPrada @hnurwahid Kan berserikat dan berkumpul juga gak dilarang toh ? @sastradiputra , spt aksi2 buruh kmaren ? Ato aksi2 yg lain. Aparat hanya wajib menjaga semua elemen bangsa ketika berkumpul, bukan melarang. Itulah demokrasi. @DimazPrada paham ?",1383835282462576646
"Kecewa UMK Jatim 2022, Buruh Tagih Khofifah soal UMSK! https://t.co/3ym1FSP2PV",829745227132919808
"@sastradiputra @NurlelySiregar @hnurwahid Kan berserikat dan berkumpul juga gak dilarang toh ? @sastradiputra , spt aksi2 buruh kmaren ? Ato aksi2 yg lain. Aparat hanya wajib menjaga semua elemen bangsa ketika berkumpul, bukan melarang. Itulah demokrasi.",1383835282462576646
"Golongan bawah atas merupakan stratifikasi pada masyarakat feodal yang meliputi petani, pedagang, dan buruh.",1607926338
"@republikaonline Deno Buruh dll apakah ada Ijin ??
Bila ada kenapa di ijinkan ??
Sejak kapan Ijin salah satu syarat  unjuk rasa dalam Negara Demokrasi ??",555772722
"@CNNIndonesia Bajingan bener2 ini orang2 @DPR_RI 

Gara2 uang yg dikurangi tdk seberapa pada mbacot semua, tapi diem malah sahkan undang2 yg kurangi hak buruh 😡",1677380894
"@WidasSatyo Pdhl banyak karywan yg dpt manisnya dr yg demo, tp klo komen seakan akan dia bukan buruh.",2258680406
"UMK Sukoharjo Dibawah KHL, Buruh Kecewa | Ekonomi - https://t.co/5UGFmwqumg https://t.co/L41JoKcaIs",1278841496754520064
"Pdkng jenderal kardus n jenderal baper kampret ngak malu bahas hutang lah sang jenderal sj byk hutang pribadi kengr kok ngak pd ngaca sih ya pdkngnya duh tolol banget bahkan ktnya karyawannya sj blm digaji kok mlh mau mensejahterakan buruh ktnya ngakak guling2 

#Jokowi2Periode",1027073112313982977
Aya kalkulasi nu di sumputken ku pengusaha nu matak upah ngahejen te naek. Eta nu kudu di korehan berjama'ah # save buruh 🙄 cc kang @ridwankamil  p @haji_ruhimat,546229585
"@ridwankamil Kemenker hanya mementingkan pengusaha,semua harga naik tapi upah tidak naik,gubernur nya seperti tidak mau memperjuangkan hak buruh
Beda politik dan kb
Kb mun poho jadi
Polituk mun jadi poho.
Pas keur kampanye nyalampeurkeun ka buruh da geus sidik suarana loba
Geus jadimah hare2",2973757124
@WidasSatyo Dikata manajer bukan buruh. Disuruh kursus buat jadi manajer 🤣,541709732
"@WidasSatyo Kelas menengah boleh demo sambil bawa pamflet yg tulisannya nyeleneh, giliran buruh melakukan hal yg sama langsung dihujat. Yg begini kita org disuruh sabar!? Damn",1371957437918453764
"Perniagaan di negara Asia Tenggara itu, terutama pengeluar produk getah dan pemilik ladang kelapa sawit, telah menjadi sasaran dakwaan bahawa mereka telah menggunakan buruh paksa.
.
https://t.co/UnGiEi7q32",3063783077
"@MelukisSunyi Papua dan KKBOPM demo di rangkul
Buruh demo kenaikan upah di rangkul
Umat Islam dan Ulama2nya reuni dipukul
Rezim islamophobia
@FPKSDPRRI @Fraksi_PAN @fraksigolkar @FPD_DPR @Fraksi_Gerindra  @FraksiPKB @MUIPusat @muhammadiyah @korantempo @kabarpolitik https://t.co/Zufb8jLLjY.",1405809889205579778
@galihprasetia18 @Mieayamsatu @HPL0vecr4ft @IchaVarma Pendidikan tinggi dapet gaji minim terus ngekuh ya wajar. Jadi buruh dapet gaji UMK terus masih ngeluh minta naik itu kurang ajar,1140086742118064128
"Selepas Tandatangan Protokol ILO, Malaysia Wajib Hapuskan Buruh Paksa
.
https://t.co/UnGiEi7q32",3063783077
Menolak Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/1NaNXqnraI,1141606369
Menolak Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/vN8i4BUSTV,940408002
@brigittasiw Ucap seseorang yg ngerasa hidupnya lebih baik dan lebih berwawasan drpd buruh👋,1316569998286974977
"Demonstrasi Buruh Tidak Mendapat Simpati Masyarakat

https://t.co/toq8N1ThAG https://t.co/SuVTH60MFY",1302585457012744194
@CNNIndonesia Buruh harus berjiwa besar untuk menuntut upah tinggi dan tenggelamkan omnibuslaw. Menteri dan jajarannya harus berjiwa besar minta tunjangan dan gajinya diturunkan,4616076072
"Kalau mau bersyukur silahkan bersyukur aja, gk ada yg larang, nikmatin pilihan. Klo dirasa cukup dan sdh berusaha harus nya gk usah adu nasib dgn kata ""bukan malah demo"", para buruh yg demo  bukan berarti gk bersyukur, itu juga bgian dri ikhtiar mereka buat dapetin hak yg layak. https://t.co/TT2soRLzKm",1368122268073652229
"Ketika para buruh berhari hari bebas melakukan aksi massa, maka tak ada alasan sedikitpun melarang aksi damai 212

#AksiSuperDamai212",67321005
Masyarakat Menolak Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan Karena Dapat Meningkatkan Penularan Virus Corona Dan Melemahkan Perekonomian https://t.co/7e2rCFWuqu,1291374504606748672
"ngedebus bal,wong kowe panganmu yo soko buruh we,! https://t.co/UcHzhw6Eqz",1459026048264269826
"@tvOneNews Mandalika,demokrat tandingan,demo buruh,do'a agustusan apa g kumpul²???🤣🤣🤣🤣🤣",1332825879227994112
@Mdy_Asmara1701 @aniesbaswedan Padahal dia mantan aktivis buruh pelabuhan masa gak paham apa yang diinginkan kaum buruh...,1358818803983937537
"@CNNIndonesia Mirisnya pejabat dengan gaji super masih aja korupsi!!!
Buruh diminta berjiwa besar? Hukum mati para koruptor, baru masyarakat bisa berjiwa besar.",120444799
"Sampai akhirnya selesai pendidikan. 3 bulan kemudian gajian lah dan gajinya dirapel. Tulang mengirim uang hampir 2juta pada tahun 2000-an ke mamanya.
Sekampung heboh!
Anak janda seorang buruh sawah berhasil jadi polisi di tanah Papua!",723405882
"@RadioElshinta EGP.. Emang Gua Pikir in.... 
MPR Cengeng... Giliran hak mereka di rampas... Mereka teriak²... Giliran buruh yg teriak... Meminta bantuan mereka..masalah upah..mana suaranya... Mereka cuek saja... Miris dan sedih...",2991565264
"UMK Jatim Ring I Naik Rp 75 Ribu, Tak Adil bagi Buruh di Tuban! https://t.co/EbBjhjJKnY",829745227132919808
"Demo Buruh Rentan Ditunggangi Provokator
https://t.co/kLWZLE9niH
Ayo Disiplin Prokes",1411990112196456450
"K-SPSI Jabar menyerukan aksi mogok nasional bagi buruh, menyusul ditetapkannya UMK 2022 yang diteken Gubernur Ridwan Kamil. #RidwanKamil https://t.co/KwbhGDZIYT",79130206
"lama-lama buruh bangunan bakal jadi pengangguran, butuh bangunan tinggal print aja 😆😆😆 https://t.co/AEYmqeGDt9",89743680
Tapi pengusaha harusnya agak tenang sih kan sedikit banyak ni negara nganut kapitalisme titik beratnya pada pemilik modal jadi buruh mah pasti manut aja wong butuh. Ibu2 atau pengusaha kan lebih berpendidikan dari pada buruh. Maafin buk ya kalo kadang tuntutannya berlebihan,793464535
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1387997634770575363
"Tapi saya paham kok, pengusaha lagi sulit dan pasti gemes sama demo buruh yang menuntut upah terus menerus untuk naik padahal habis pandemi dan pemerintah yang tetap saja kebingungan bikin iklim usaha yang cocok.",793464535
"Seperti mbak wanda centang biru, entah apapun profesi anda. Buruh juga punya hak untuk merawat diri dan punya mimpi nikah yg layak bagaimanapun standarnya. Dan angela markel kan imuwan fisika dan politikus. Engh.. buruh juga dihormati kok makanya ada hari buruh. https://t.co/Zlp4FHz3H0",793464535
Masyarakat Menolak Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan Karena Dapat Meningkatkan Penularan Virus Corona Dan Melemahkan Perekonomian https://t.co/1kDlfp6UAK,1291381487565078530
"@Rossali24295306 Pekan Lalu Diteriaki Presiden, Anies Kembali Dapat Sambutan Hangat Buruh Saat Ngemper Bareng...

#KebangkitanIslam212
#KebangkitanIslam212 

https://t.co/RwYWdwUxAs",1336331935019233282
"Pawang Hujan Dibalik Demo Buruh, Membuat Dingin Suasana
 https://t.co/4lcGVUgrHz",1413176894837583877
"Bahlil juga harus berjiwa besar, gajinya dan tunjangannya harus dipotong sampai sebesar upah buruh. Untuk membantu pengusaha yang ga mampu bayar buruh. https://t.co/z6KosomOdD",1339901969951981570
Bekerja keraslah sampai kamu bisa nulis opini jelek di medsos soal buruh perempuan dari sudut pandang sosialita.,127105792
"@CNNIndonesia Ya buruh, karyawan... Jangan minta gaji besar. 
Karena kaya bukan hak kalian ,  
Hak kalian hanya sekedar hidup dan bekerja.  Memenuhi tugas. 

Gaji kalian pun akan habis untuk makan dan kembali ke kami. 

Kaya adalah hak kami oligarki, Pemerintah Peliharaan taipan",79943616
"@ridwankamil @GovInsider Jangan sombong anda pak jadi pejabat,pejabat cuma 5 tahun aja sombong !!!! 
Nama anda udah d blacklist dr masyarakat buruh !!! 
Jgn harap anda menduduki kursi kekuasaan lagi,anda tuh cuma namanya aja yg populer, prestasi nol !!!",357978629
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1353580654559039494
@bucin_micinn @memiii_____ @IchaVarma udah pernah jd buruh pabrik belum? Soalnya kalo belum pernah pasti gabakal tau paitnya,3702152352
"Sepertinya negara ini cukup bebas kok dalam berpendapat, termasuk menuntut Hak apapun kelas pekerjanya, masalah dikabulin apa enggak itu hal lain. Tak perlu bandingin adu nasib sama honorer atau yang lain. Mau nuntut untuk skincare atau buat nikah itu hak buruh juga. Dan dah lah https://t.co/xN3KKgeCcy",793464535
"Matchday 1
@moonermooner - Buruh/Pemburuh
.
@dimasjendro_ @gezagadi https://t.co/mvlBamRSmW",556127369
Guru sama dengan buruh? Aduh asa gmn ya dengernya..,132836884
Untuk bu inne Terlepas dari tuntutan buruh. Tapi tentang mens itu ada kok di UU Nomor 13 Tahun 2003 pasal 81 ayat 1 tentang Ketenagakerjaan ada kok aturan tentang diperbolehkan untuk tidak masuk asal ada keterangannya. Sepertinya tidak ada hubungannya sama emansipasi https://t.co/dFPaM51ctt,793464535
"@ridwankamil Hatur nuhun kang respon nya terhadap buruh
Kami ikuti dan dukung program-program pemerintah tapi kami mohon harga kebutuhan pokok yang semakin naik dengan UMK  yang naik hanya 50 rbu tidak bisa menutupi kebutuhan yg lainnya..beras,minyak,telur,transportasi dan kontrakan pada naik",1443090730218504196
"@CNNIndonesia Buruh udah berhati besar dari kapan tauk pak. Coba bapak2 juga ikut berbesar hati bergaji sama kaya para buruh2 itu. Pengusaha juga dong suruh berbesar hati, jangan cuma buruh doang",274550372
"@tr1ey @mprgoid Brutus mementingkan perut sendiri,kerja nggak ada,minta diberi uang,mending petani,pedagang ,guru,buruh yg duduk di mpr",1161838173363642368
@awemany Buruh : para pemimpin mulai presiden sampe kepala dinas agar berjiwa besar jangan terima gaji hingga rakyat sejahtera semua,850925766
"teman sendiri jga ada yg kyk bgini, kebetulan dia pegawai BUMN, bilangnya ""buruh ini memang rata-rata orang nda skolah"" asuu!!, ko juga buruh setan memang ko siapa!! otak kau yg harus dikasi skolah https://t.co/c3aeX4eFFn",94861837
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1352466114027134976
"Si plonga plongo robot geblek. Sungguh miris, kami tak butuh kaosmu Wi. Kami butuh kau hadir dan respon itu buruh, tapi ya sudahlah mmg dsr dungu akut. https://t.co/jtKzsfpn4x",1217004783724158976
"Rutinitas mulih buruh adalah driji tangan kaku gak iso ditekuk plus kapalan, nek gak kuat angkat junjung, kerja rong jam iso beseren owk neng kene ki. 
Lah tapi kerja nek golek enak e tok, kabeh pabrik sepi . Dadi yawes lah itung itung melu meramaikan dunia pabrik😅",3072239112
212 harus brlajar dri org2 Papua. BERANI BERNYALI MELAWAN.😄 . Masa nyalinya kalah ama demo buruh,2989319005
@YanHarahap Anies tak gentar temui buruh. Karena permasalahan dilempar lagi ke pusat. Anies sbg gubernur kepala daerah tdk berani ambil keputusan thdp nasib rakyatnya. Seolah hebat padahal pengecut,1328312827833057286
"@CNNIndonesia Ini kegoblokan yg nyata

Pejabat mengeruk uang rakyat bahkan bansospun disikat

Sementara buruh dipaksa melarat

😡👊",876940656194736129
Presiden KSPI Said Iqbal yang terpilih menjadi Presiden Partai Buruh mengungkap 3 alasan utama Partai Buruh gagal di Indonesia. Apa saja? https://t.co/w2TIWfJkLu,69183155
"Buruh Tolak UMK 2022, Selisih Surabaya-Sampang 2,4 Juta! https://t.co/ID9nsWxKwb",829745227132919808
"dilukit-lukit kemarin yang demo buruh kok pada pake pcx, aerox, r15 dsb 🤔",561728026
@CNNIndonesia Lha buruh nggak boleh minta upah tinggi sementara anggota MPR yg sudah tinggi Gajinya pas di potong anggarannya ngamuk2 jadi rakyat jelata nggak boleh bergaji standard dan MPR wajib bergaji gede di samping tunjangan2 suoer gede ? Hahahahaah,1430337231781310474
"@AXA_Mandiri @langitan99 Ingt kalian bakal mati
Sblm kalian kena azab dari doa org yang kalian zolimi
Sy tdak iqlas&amp;ridho dunia akhirat
Uang sy dirampas oleh kalian😤

@AXA_Mandiri Pa besar masih mau makan uang buruh tdk malukah kalian.

TLG @KemenBUMN
@Don_dasco @ListyoSigitP @KomnasHAM @KomnasPerempuan",1442632085441695746
"@DPR_RI Giliran penetapan UMP buruh ributnya mintak ampun sampai harus mereka Demo.... Tapih gilran penetapan Gaji dan Fasilitas Mewah Pejabat negara ada yang sadar ngak itu aliran duit dari hasil kerja keras siapa yang membayarkan anda-anda disana...??

https://t.co/bECytM7Dw2",3252189372
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1417995935204868098
"@suryaamriza @detikcom Akibat gagal cari muka anies itu,makanya cepet2 cari muka ke buruh",1098158074940907520
@jokowi Generasi muda sekarang lebih baik jadi buruh pabrik gaji jelas setiap bulan UMR 5jt/bulan modal skill....klo petani 5jt nya 6 bulan sekali itu klo punya sawah harga sekitar 500jt😅,110960309
"@alihamid_ @bankmandiri @AXA_Mandiri @jokowi @KemenBUMN @ojkindonesia @erickthohir @OmbudsmanRI137 @YLKI_ID @DPR_RI Trimaksh pak
@AXA_Mandiri sprtiny tdk pnya hati pak
Buktiny rampas uang
Hasil seorg buruh sprti sy
yg udah brhasil dijebak fa ny
Bacaan👇
KARENA MASA DEPAN ANDA
BERAWAL DARI HARI INI
RENCANAKAN SEGERA

MANA ADA YANG MAU
KALO TAU UANG YANG DISIMPAN DENGAN SUSAH PAYAH BAKAL ILANG😭 https://t.co/Xb4nXwqqsQ",1442632085441695746
Langkah Anies Surati Menakertrans dan Menurunkan Biaya Hidup buat Buruh Tepat  https://t.co/zDrkYEFaSB,53267425
@CNNIndonesia Apa kbr para buruh? Gaji kalian sdh besar dgn segala tunjangannya aja ms ngeluh gak cukup. Apalagi para buruh.. ehm sesuatu emang nih pd gak ada otak..,946363405
"@Markonah_003 Alhamdulillah manusia merdeka, bukan jadi buruh pemerintah",3103931557
"@CNNIndonesia Bahlil anjing nih, kau kira gaji buruh dari negara sama kyak bahlil",1315280163525980160
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1352481065647136768
"Cara ngeles wan abud dan cari kambing hitam biar gk di seruduk buruh. Utk elektabilitas 2024 🤣
Pdhl UMP sudah di sepakati bersama kata Kadin. Ada @aniesbaswedan jg loh setelah di demo buruh cepet² deh cari kambing hitam, kirim surat ke @KemnakerRI 🤣🤣 kocak wan abud https://t.co/zSyf7QORae",994302977211969536
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1367801006663213059
"Bacot sia anjirrr...
Walaupun saya bukan pihak buruh / karyawan, Setidaknya saya peduli dgn mereka, Pihak buruh .
Krna teman saya rata² dri pihak buruh.

Wajarlah, Mereka menuntut Hak Upah tinggi, Krna kebutuhan mereka semakin banyak, Bukan bacot lu doang yg gede Bahlul 😏 https://t.co/EApia0ngd0",1390528378457923584
"MPR GABUNG ASAJA DGN BURUH IKUT DEMO,AGAR ANGGARAN ( GAJIH ) 
DI NAIKAN,, MPR KAN SAMA DGN BURUH,.? https://t.co/y9VI3yuwoe",1396125094418649088
"@AsepIwanSH1 @pikiran_rakyat @Prambors @TirtoID @voicebobotoh @radartasik @nu_online @infoHMI @Jogjastudent @UMYogya @UnsoedOfficial @UNAS1949 @bemkmunnes @halokampus @yeahmahasiswaa @TulisanPELAJAR @iloveaceh @official_unand @unsri @pb_hmi @pmii_indonesia @na_dirs @EM_UBOfficial @UIIYogyakarta @SBYudhoyono @Pak_JK @fadlizon @aagym @hnurwahid @rockygerung @msaid_didu @JimlyAs @KhofifahIP @PKSejahtera @Nurmantyo_Gatot @ReflyHZ @caknundotcom @infoRIAU @infoSumbar @DMS_AMBON @tvOneNews @Metro_TV @blogdokter @kompascom @Haikal_Hassan @_TNIAL_ @TedHilbert @FSPMI_KSPI @persatuanburuh Buruh DEMO spy JokoWi me+UMP&amp;Cabut UUCKerja?Pasti Dicuèkin Bro!krn Boneka DUNGU JokoWi NeoPKI Gak punya empaty,KerasKepala+NINDAS Rakyat;ProCUKONG&amp;jalankan printah LuhutBP+EfendiSimbolon+BATAK2 Kris*ten yg KENDALIKAN&amp;MJAJAH ISLAM!
DEMO TURUNKAN&amp;BO*M JokoWi+BATAK2 Kris &gt;Bermakna⁴ https://t.co/Efg4OU1VZM",1137941144736681984
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1367703010776813576
@kumparan apakah hanya saat ini buruh diminta utk legowo?,1458096031422353411
himbauan polisi ke buruh https://t.co/rqoTNDqAbA,1325748094814679040
"@Maynardpaulpoli Kalau SDM buruh sesuai kwalitas &amp; kuantitas sy rasa pengusaha no problem akan kenaikan upah.,nyatanya kinerja buruh buruk dan tdk capai target tp ingin upah yg maksimal. Apakah netizen tdk berasa bahwa demo tiap thn buruh tdk berhenti padahal sdh diberikan kenaikan",594431680
"Ieu teh Negara Pancasila atau naon?

Kirain ""mumpung"" pandemi, justru menjadi start perbaikan semua jenis per-investasi-an di NKRI dng cara #BuildBackBetterAct via #GreenNewDeal.

Btw, Para Pekerja Kantoran, seharusnya jg geram soal statement ini. Karena kalian jg termasuk Buruh.",1049711295799296001
"@KompasTV pak pol
kok dilarang
ancam lagi pakai pasal berlapis
kan sdh boleh kumpul kumpul
demo buruh boleh, mal boleh, wisata boleh
kok reuni ndak boleh
ingat, kan sdh dibolehkan semua kapasitas penuh
apakah setiap acara islam dilarang ngitu",140737762
Coba langsung ngomong aja pak ke buruh yg tgl 1 ini uda bingung nyari pinjeman wkwk https://t.co/sVHkzzoPOn,1311874920817717248
"@jaya_pancasila Demonstrasi Buruh Tidak Mendapat Simpati Masyarakat
https://t.co/KmUGuLaUGV",1288598767789199360
"@jaya_pancasila Demo Buruh Rentan Ditunggangi Provokator
https://t.co/9E7EjUVF4T",1288598767789199360
"Kongres Aliansi Serikat Buruh Indonesia, salah satu elemen buruh yang melangsungkan aksi di depan Gedung Negara Grahadi akan ancam mendirikan tenda di Jalan Gubernur Suryo, Selasa (30/11/2021).

Ancaman tersebut menyusul tidak munculnya Khofifah Indar Parawansa Gubernur Jatim ...",1348856108178264066
@antiborju Karakter kelas juga berak sekebon. Noh liat ketua serikat buruh hidupnya mewah!!!!,802097161055838208
"Cek Artikel kami dengan Judul : Persoalan Covid-19 dan Buruh Tak Kunjung Usai, Berharaplah Hanya Pada Islam https://t.co/suEMQdofLa . Semoga Allah memberikan keberkahan untuk kita semua. https://t.co/eaqXD8Re2Y",1248026899290279936
